video_id,video_link,title,comment_count,like_count,languages_used,en,ko,unknown,de,tl,id,es,tr,et,cy,ca,pl,pt,so,ru,ja,hr,ro,ar,it,af,th,fi,da,nl,sw,vi,hu,fr,sv,no,fa,sq,cs,bg,lt,sl,sk,lv,uk,mk,zh-cn,he,el,bn,ur,te,pa,zh-tw,ml,ta,kn,gu,ne,hi,mr
6SbXGBC7GU4,https://www.youtube.com/watch?v=6SbXGBC7GU4,EXO-SC 세훈&찬열 'On Me' Track MV (SEHUN Solo),174562.0,1120229,52.0,43830,3398,9720,8901,4103,14543,3091,15210,2400,2389,1640,1160,2378,5538,789,161,1000,775,20129,1624,2583,351,3388,1399,1447,2523,1541,449,1570,745,3742,5713,346,967,79,1293,1682,671,127,82,68,162,5,20,35,774,0,1,9,0,2,7,1,0,1,0
yxMzkuGr-dM,https://www.youtube.com/watch?v=yxMzkuGr-dM,MOMO's Magarita Dance 💃❤ 🔥🍹🍸,8474.0,1107640,45.0,3366,239,488,345,184,102,560,41,41,82,68,160,516,292,33,616,44,46,175,140,47,3,23,29,69,166,109,33,216,13,42,31,18,15,1,30,29,38,2,1,3,8,0,1,0,7,0,0,2,0,0,0,0,0,0,0
4d8B9i0Szq8,https://www.youtube.com/watch?v=4d8B9i0Szq8,BTS (방탄소년단) Sing 'Dynamite' with me (Holiday Remix) - Jimin & Jung Kook,100.0,1107268,28.0,27,5,13,2,2,1,6,0,7,1,2,1,4,3,4,1,1,1,3,1,3,0,2,1,0,1,1,0,1,0,1,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SDKIUVFAPDU,https://www.youtube.com/watch?v=SDKIUVFAPDU,Stray Kids “소리꾼(Thunderous)” SKZOO ver. Performance Video,100.0,1091239,20.0,45,13,9,2,0,0,6,0,0,3,3,0,3,2,1,2,0,0,0,1,1,0,0,0,1,2,1,0,0,0,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fv4HhqTHfoQ,https://www.youtube.com/watch?v=fv4HhqTHfoQ,NCT U 엔시티 유 'From Home (Rearranged Ver.)' Official Video,73187.0,1082298,46.0,36610,2133,1915,2287,4824,11780,1478,349,289,1774,356,174,850,1287,271,357,300,227,72,405,398,491,285,191,277,445,1237,195,589,102,416,13,46,226,20,20,172,171,15,28,11,68,0,8,0,2,0,0,11,0,0,12,0,0,0,0
Hoz5OQjXEA8,https://www.youtube.com/watch?v=Hoz5OQjXEA8,BTS (방탄소년단) - FAKE LOVE @BTS COMEBACK SHOW,200.0,1081632,31.0,60,8,38,4,8,4,5,1,3,8,3,1,14,4,8,1,0,2,0,2,0,1,2,0,0,1,2,0,5,1,3,2,0,2,0,0,3,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
J3KA6WDAYPM,https://www.youtube.com/watch?v=J3KA6WDAYPM,TWICE DAHYUN “Feel Special” piano,41068.0,1051729,47.0,15619,1729,2789,2031,1145,1167,1651,792,169,664,454,261,975,3257,64,2247,164,441,464,613,349,86,175,190,732,309,588,162,621,64,262,111,44,288,5,21,146,131,3,7,9,42,0,6,0,13,0,0,5,0,1,2,0,0,0,0
nAW4uqc-7T4,https://www.youtube.com/watch?v=nAW4uqc-7T4,"JIHYO PERFORMANCE PROJECT ""Crown (Camila Cabello & Grey)"" Cover by JIHYO",5900.0,1048445,43.0,1887,52,430,121,75,82,226,56,56,74,58,48,122,805,9,45,17,25,214,31,44,4,40,36,74,792,82,32,113,21,40,35,7,71,1,11,29,17,2,2,0,3,0,0,0,10,0,0,0,0,0,0,0,0,1,0
QyKe4VXDx5I,https://www.youtube.com/watch?v=QyKe4VXDx5I,NCT DREAM 엔시티 드림 '무대로 (Déjà Vu;舞代路)' Track Video,98500.0,988306,47.0,31848,2625,2833,8013,4261,12549,2374,3451,1167,4342,623,657,1600,4026,457,87,1121,1357,209,599,1274,90,1357,952,1774,1698,1252,365,1126,550,1723,64,201,201,34,106,818,464,90,24,44,64,0,12,2,12,0,0,0,0,2,2,0,0,0,0
rMLli8Efe3s,https://www.youtube.com/watch?v=rMLli8Efe3s,EXO 엑소 'Obsession' Dance Practice,57080.0,984724,48.0,16068,1934,1936,2836,1437,17096,1121,593,388,1029,675,344,1153,1776,234,59,160,153,1653,219,503,115,650,251,301,1538,281,189,506,88,513,260,87,93,31,65,267,319,26,18,23,44,1,4,1,39,0,0,2,0,0,1,0,0,0,0
TBlOSMTHAVg,https://www.youtube.com/watch?v=TBlOSMTHAVg,Vamos🔥 I know that you want it #ChkChkBoom #StrayKids #스트레이키즈 #ATE #방찬 #BangChan #필릭스 #Felix,8643.0,979167,43.0,3667,351,723,572,243,92,230,106,46,105,255,41,309,260,373,168,26,49,81,53,96,3,47,45,41,46,79,26,158,20,41,20,5,12,57,54,38,30,1,37,29,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0
pLWIo_QoHfA,https://www.youtube.com/watch?v=pLWIo_QoHfA,[BANGTAN BOMB] What Happened at the Roller Skating Rink? - BTS (방탄소년단),200.0,977698,30.0,78,16,24,2,3,2,12,1,3,7,0,0,3,4,8,3,0,2,2,0,5,0,2,0,1,3,2,1,0,0,4,0,1,4,2,1,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
VbytAZQogH0,https://www.youtube.com/watch?v=VbytAZQogH0,"TWICE(트와이스) MOMO ""FANCY"" Dance Video",20059.0,973618,45.0,8991,1655,582,394,356,196,699,80,85,609,141,173,735,503,47,1898,105,117,271,253,131,42,73,95,154,253,263,51,379,33,127,41,29,73,3,59,105,189,2,8,9,28,0,1,0,11,0,0,10,0,0,0,0,0,0,0
vdejiaoEhFc,https://www.youtube.com/watch?v=vdejiaoEhFc,EXO-K 엑소케이 'History' MV (Korean Ver.),72045.0,973067,48.0,40585,942,3563,1895,1424,2322,1561,834,998,1218,930,259,1575,1660,238,178,228,301,1784,382,798,462,501,620,481,1311,584,376,706,225,905,374,162,171,23,231,316,478,57,13,13,243,5,15,4,70,0,0,21,0,0,3,0,0,0,0
80H_-aHTUws,https://www.youtube.com/watch?v=80H_-aHTUws,"Stray Kids ""MOUNTAINS"" Video",28310.0,972163,46.0,11494,687,1676,2509,975,311,1414,453,135,511,256,252,961,1122,1154,411,160,98,146,270,293,18,156,296,192,463,374,136,256,94,220,59,34,45,142,32,141,90,6,148,91,10,4,0,1,13,0,0,1,0,0,0,0,0,0,0
2Mppta4RgDs,https://www.youtube.com/watch?v=2Mppta4RgDs,​[BANGTAN BOMB] ​'Best Of Me' Special Stage (BTS focus) @​BTS COMEBACK SHOW - BTS (방탄소년단),100.0,967311,25.0,46,3,8,5,5,2,8,1,1,0,1,0,3,1,0,1,0,1,1,1,0,0,2,1,2,0,1,0,1,0,1,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zFAilhAA_As,https://www.youtube.com/watch?v=zFAilhAA_As,#창빈 의 #특챌린지 #S_Class_Challenge ✨ w/ #ITZY #CHAERYEONG #채령!🌟 #StrayKids #스트레이키즈 #Changbin #5_STAR,4145.0,958550,44.0,1708,411,208,128,123,52,58,231,14,61,13,25,66,99,318,101,17,30,65,21,31,1,13,24,28,32,27,6,35,10,26,13,4,4,48,6,18,9,1,16,35,4,0,0,0,4,0,0,0,0,0,0,0,0,1,0
K4paFn9dwfI,https://www.youtube.com/watch?v=K4paFn9dwfI,[BANGTAN BOMB] 'Skool Luv Affair' stage practice behind the scenes - BTS (방탄소년단),300.0,946266,29.0,143,14,28,7,8,7,19,1,7,4,0,0,3,6,14,0,1,2,3,4,4,0,5,2,2,1,0,0,4,0,2,0,0,1,0,0,3,1,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
afUKyuYkqSI,https://www.youtube.com/watch?v=afUKyuYkqSI,#현진 의 #특챌린지 #S_Class_Challenge ✨ w/ #NMIXX #엔믹스 #KYUJIN #규진!🌟 #StrayKids #스트레이키즈 #Hyunjin,4522.0,929589,44.0,1747,574,221,193,56,100,103,152,12,35,11,27,70,110,217,114,23,28,84,16,70,3,40,22,14,175,42,4,37,11,31,14,15,10,49,4,34,5,0,26,16,4,1,0,0,1,0,0,1,0,0,0,0,0,0,0
TPpmOzpHiE0,https://www.youtube.com/watch?v=TPpmOzpHiE0,"TWICE ""I CAN'T STOP ME"" Dance Practice Video",15842.0,927051,44.0,8402,430,704,440,463,287,559,162,145,500,93,223,321,402,38,359,37,44,297,111,115,18,85,59,159,271,422,118,173,20,97,73,16,24,3,17,59,43,14,2,4,9,0,0,0,16,0,0,8,0,0,0,0,0,0,0
1sdE7ajEzWI,https://www.youtube.com/watch?v=1sdE7ajEzWI,[BANGTAN BOMB] ‘Permission to Dance’ Stage CAM (Jung Kook focus) @ P. to. D PROJECT - BTS (방탄소년단),100.0,925095,23.0,14,27,13,0,2,4,3,0,5,1,0,1,2,1,12,1,0,0,1,0,2,0,1,0,0,1,0,0,3,0,0,0,0,1,0,0,1,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
yClGpsAUm84,https://www.youtube.com/watch?v=yClGpsAUm84,EXO-SC 세훈&찬열 'Nothin’' Track MV (CHANYEOL Solo),178958.0,924607,55.0,66070,4357,10127,4118,4890,9039,5145,8881,1183,5525,2169,1101,2992,4741,824,1404,814,880,15388,1605,1478,1393,1489,1166,1629,4032,1635,612,2374,482,1888,3565,376,1040,59,162,1355,1252,63,160,46,525,7,112,76,558,0,1,141,1,2,7,4,13,1,1
T8WVJWiJduM,https://www.youtube.com/watch?v=T8WVJWiJduM,"Stray Kids ""죽어보자(GET LIT)"" Video",24653.0,919401,50.0,7906,828,1306,2292,540,333,1841,633,132,442,292,192,843,793,2266,424,103,93,151,246,251,17,101,188,172,317,337,158,279,81,168,41,24,39,213,46,113,47,7,202,153,26,1,1,0,10,1,0,1,1,0,0,0,0,1,1
CLeNwA-kpsQ,https://www.youtube.com/watch?v=CLeNwA-kpsQ,#승민 의 #특챌린지 #S_Class_Challenge ✨ w/ #박진영 #JYPark PD님!⭐ #StrayKids #스트레이키즈 #Seungmin #특 #S_Class,11883.0,919179,46.0,4821,857,435,449,236,285,265,746,61,72,47,75,239,204,921,313,25,44,291,56,235,5,148,63,59,60,53,14,117,56,89,55,31,37,145,40,30,22,2,90,62,9,1,1,0,14,0,0,3,0,0,0,0,0,0,0
5dWxvUcEUEY,https://www.youtube.com/watch?v=5dWxvUcEUEY,[PRACTICE RECORD] BTS (방탄소년단) ‘Butter’ (PERFORMANCE REHEARSAL VER) #2022BTSFESTA,300.0,917260,38.0,54,15,94,8,5,2,7,2,5,3,0,1,6,6,2,1,3,6,19,5,2,1,1,2,2,7,0,1,6,0,4,1,1,9,0,1,6,6,0,1,0,0,0,0,2,2,0,0,0,0,0,0,0,1,0,0
GTGdRFRabDo,https://www.youtube.com/watch?v=GTGdRFRabDo,#현진 의 #락챌린지 #LALALALA_Challenge 🤘 w/ #ITZY #YEJI #예지 !🐉 #StrayKids #스트레이키즈 #Hyunjin #樂_STAR,9978.0,915278,46.0,3243,971,618,416,457,122,177,398,46,120,28,55,175,233,880,248,94,45,162,55,141,6,76,79,36,200,166,12,99,21,61,39,27,43,129,12,95,22,3,48,102,10,1,2,0,4,0,0,1,0,0,0,0,0,0,0
4HG_CJzyX6A,https://www.youtube.com/watch?v=4HG_CJzyX6A,TAEYEON 태연 '사계 (Four Seasons)' MV,39752.0,913032,47.0,18104,3510,4328,913,817,807,639,469,323,571,242,206,281,1043,43,84,138,191,218,253,706,236,390,375,603,659,1356,165,493,131,523,38,80,140,3,55,338,133,14,8,1,101,0,7,0,2,0,0,12,0,2,0,1,0,0,0
vp5Hz0HdggU,https://www.youtube.com/watch?v=vp5Hz0HdggU,#CASE143Challenge #BangChan #Hyunjin ver. ❤️🧊🔒 #CASE143 #CASE143챌린지 #방찬 #현진 #StrayKids #스트레이키즈,3007.0,908146,43.0,1000,188,289,60,78,55,88,118,15,47,25,20,60,60,206,118,20,23,37,35,45,3,22,18,15,61,36,24,33,7,20,6,5,25,44,3,23,25,2,15,29,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0
heuJSO1wgE8,https://www.youtube.com/watch?v=heuJSO1wgE8,창빈의 #ChkChkBoom Challenge 🎯 w/ #여자아이들 #GIDLE #미연 #MIYEON !🍀 #StrayKids #스트레이키즈 #ATE,6207.0,902368,48.0,2437,306,389,221,349,38,156,193,34,66,21,19,138,162,628,118,8,47,144,32,55,5,28,42,39,51,73,11,66,11,32,34,8,8,72,3,13,18,1,41,75,2,6,2,1,1,0,0,2,1,0,0,0,0,0,0
zR043fcuV0Y,https://www.youtube.com/watch?v=zR043fcuV0Y,D.O. 디오 '괜찮아도 괜찮아 (That's okay)' Live Clip,8600.0,898266,46.0,3480,504,496,239,709,801,237,186,70,115,42,15,173,246,18,22,46,80,62,49,98,25,94,66,88,92,50,44,93,14,99,9,4,65,2,4,60,74,1,5,2,15,0,0,2,2,0,1,1,0,0,0,0,0,0,0
jucstn9Uonk,https://www.youtube.com/watch?v=jucstn9Uonk,[PRACTICE RECORD] BTS (방탄소년단) ‘Butterfly’ #2022BTSFESTA,100.0,896500,17.0,37,2,14,4,1,0,13,0,0,3,0,0,7,2,0,1,0,1,0,1,0,0,4,2,0,1,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VjjKbrFJoxY,https://www.youtube.com/watch?v=VjjKbrFJoxY,FILM : KAI,100.0,894301,21.0,23,4,6,2,1,2,2,2,2,0,0,0,2,0,1,0,0,0,2,1,1,0,1,0,0,41,0,0,1,1,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
cTkQHFdidfo,https://www.youtube.com/watch?v=cTkQHFdidfo,🥟🥟💫 #ChkChkBoom #StrayKids #스트레이키즈 #ATE #현진 #Hyunjin #StrayKidsComeback #YouMakeStrayKidsStay,11473.0,886852,45.0,4744,789,780,424,199,101,363,280,83,78,41,45,311,221,800,309,79,54,146,78,178,11,68,66,84,225,186,19,106,28,74,36,29,53,117,8,64,30,3,57,82,16,0,2,0,3,0,0,3,0,0,0,0,0,0,0
Uo15XCE8RY4,https://www.youtube.com/watch?v=Uo15XCE8RY4,"Stray Kids ""DOMINO"" Dance Practice Video",16718.0,883558,46.0,8464,281,441,789,313,432,1575,321,62,363,104,139,649,567,410,122,77,49,87,189,88,11,55,85,100,184,143,74,112,35,100,28,19,26,39,29,68,31,5,19,23,3,1,0,0,4,0,0,1,0,0,0,0,0,1,0
2VtnE9mmmvQ,https://www.youtube.com/watch?v=2VtnE9mmmvQ,I thought it was for me..?🍭😂,3508.0,874639,44.0,1402,124,349,47,80,50,142,42,43,68,10,27,57,257,22,164,18,73,106,32,23,3,19,14,24,45,37,41,25,2,23,15,7,36,2,4,41,15,6,2,4,2,0,1,0,4,0,0,0,0,0,0,0,0,0,0
L3gFuQqJew8,https://www.youtube.com/watch?v=L3gFuQqJew8,[PRACTICE RECORD] BTS (방탄소년단) ‘Am I Wrong’ #2022BTSFESTA,14977.0,861239,48.0,5824,722,1627,515,359,256,1442,144,115,194,87,164,600,384,195,86,51,102,363,112,119,29,97,96,111,126,155,69,197,30,119,82,16,91,8,19,114,84,13,12,8,6,0,1,3,24,0,0,0,1,1,0,0,0,4,0
1YIJ3KT_aFA,https://www.youtube.com/watch?v=1YIJ3KT_aFA,#현진 의 #락챌린지 #LALALALA_Challenge 🤘 w/ #aespa #에스파 #NINGNING #닝닝 !💫 #StrayKids #스트레이키즈 #Hyunjin,4911.0,858841,45.0,1697,415,387,230,169,59,78,113,16,51,20,42,98,124,403,102,37,23,102,43,79,1,28,38,28,83,77,8,51,13,45,15,14,30,52,9,39,14,0,33,32,5,0,2,1,4,0,0,1,0,0,0,0,0,0,0
CSB5J7aCLKA,https://www.youtube.com/watch?v=CSB5J7aCLKA,"이건, good 🐰🥟🐥 #ChkChkBoom #StrayKids #스트레이키즈 #ATE #StrayKidsComeback #YouMakeStrayKidsStay",5816.0,857501,45.0,2538,286,449,458,61,48,133,90,27,56,70,25,146,158,265,194,20,32,50,46,64,3,37,56,41,68,77,42,76,18,29,6,5,13,25,4,24,22,4,16,25,5,1,0,0,2,0,0,1,0,0,0,0,0,0,0
Xkvpe5GXdWA,https://www.youtube.com/watch?v=Xkvpe5GXdWA,‘Set Me Free Pt.2’ 안무연습실 ver. #세상무해한갭차이 #SetMeFree_Pt2 #지민 #Jimin #Jimin_FACE,8681.0,854979,45.0,2577,859,1024,145,119,165,500,122,102,40,54,122,228,326,229,120,61,212,184,105,51,10,222,32,84,225,55,26,122,23,52,50,55,83,18,58,117,41,4,11,21,7,0,0,2,17,0,0,0,0,0,0,0,1,0,0
OvhTNVyxTpA,https://www.youtube.com/watch?v=OvhTNVyxTpA,[BANGTAN BOMB] Free Dance Time in front of A.R.M.Y _140113 - BTS (방탄소년단),100.0,830950,24.0,34,7,20,3,2,0,5,2,1,1,0,2,2,1,5,0,2,1,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,2,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
f-92omB-G8w,https://www.youtube.com/watch?v=f-92omB-G8w,⚡우르르쾅쾅쾅쾅⚡ 천둥보다 번쩍번쩍한✧* Stray Kids(스트레이 키즈)의 #소리꾼챌린지 #ThunderousChallenge !! #리노 #한 #LeeKnow #HAN,3408.0,826980,44.0,1137,131,231,199,335,49,163,80,35,49,20,19,85,91,172,55,8,32,19,28,12,6,14,26,23,123,38,20,48,17,51,6,3,8,11,13,16,11,1,4,15,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0
oaAAXNpOnDI,https://www.youtube.com/watch?v=oaAAXNpOnDI,🐷🐰&🥟 #특챌린지 #S_Class_Challenge #StrayKids #스트레이키즈 #창빈 #Changbin #현진 #Hyunjin #특 #S_Class #Shorts,200.0,817081,33.0,65,25,25,2,5,2,8,3,1,4,0,1,2,8,3,7,5,1,1,2,3,0,3,1,0,5,2,0,4,0,0,2,2,0,1,1,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nl4BJ2TDmWE,https://www.youtube.com/watch?v=Nl4BJ2TDmWE,"TWICE ""YES or YES"" Dance Video",8600.0,813506,45.0,4031,775,265,108,253,106,179,123,52,638,25,103,141,280,11,638,35,32,32,49,44,15,28,16,46,142,112,42,57,16,35,4,8,32,5,11,37,29,2,3,4,20,0,4,0,3,0,0,9,0,0,0,0,0,0,0
L4SoJzhaOj4,https://www.youtube.com/watch?v=L4SoJzhaOj4,[COVER] JOSHUA - double take (원곡 : dhruv),24516.0,807431,46.0,10204,2134,1363,1349,1047,884,381,77,140,287,98,172,683,1123,65,304,229,115,146,166,124,85,255,95,354,537,320,238,219,65,217,26,486,142,4,14,148,82,3,8,1,108,0,0,1,8,0,0,8,0,0,0,0,1,0,0
9WQpPoAbU0M,https://www.youtube.com/watch?v=9WQpPoAbU0M,#필릭스 의 #특챌린지 #S_Class_Challenge 💫 w/ #NCT #TAEYONG #태용 선배님!🌠 #StrayKids #스트레이키즈 #Felix #특 #S_Class,4245.0,799941,44.0,1491,492,415,181,113,57,96,99,14,46,126,29,87,83,237,97,12,17,57,31,26,1,29,26,23,33,53,11,64,8,32,13,4,11,37,4,23,13,2,21,18,8,1,0,0,4,0,0,0,0,0,0,0,0,0,0
Vr_0ipbiALc,https://www.youtube.com/watch?v=Vr_0ipbiALc,[BANGTAN BOMB] 'Dynamite' Stage CAM (BTS focus) @ 2020 AMAs - BTS (방탄소년단),16112.0,792160,47.0,6102,907,1421,605,519,420,601,230,189,227,87,159,357,421,165,93,81,75,965,121,230,24,145,137,181,129,108,61,224,32,128,181,85,197,19,31,234,129,18,22,8,2,0,3,0,33,0,1,0,0,0,2,0,0,3,0
SShX18OUV6M,https://www.youtube.com/watch?v=SShX18OUV6M,[Congratulatory Moving Image] 2019 JIN day,26052.0,775121,51.0,10856,1210,1267,539,653,342,1448,597,79,273,65,52,741,3415,411,129,115,168,659,99,243,24,356,142,114,448,202,47,179,25,140,62,18,376,74,30,310,73,4,18,22,6,1,2,1,7,0,0,3,1,2,0,0,1,3,0
5COWRh1rS9A,https://www.youtube.com/watch?v=5COWRh1rS9A,Just feel the rock🥁🎶 #락 #樂 #LALALALA #락챌린지 #LALALALA_Challenge #StrayKids #현진 #필릭스 #Hyunjin #Felix,7682.0,772282,46.0,2313,455,646,361,112,54,171,435,30,105,154,40,138,204,794,221,28,32,69,44,94,0,44,69,42,119,234,20,133,34,51,20,13,25,134,14,64,20,2,64,57,16,3,1,1,1,1,0,0,0,0,0,0,0,0,0
9J-yfCdBbIY,https://www.youtube.com/watch?v=9J-yfCdBbIY,[BANGTAN BOMB] BTS (방탄소년단) a 400-meter relay race @ 2016 설특집 아육대,11541.0,768493,45.0,5821,956,435,351,276,423,280,73,197,130,46,132,202,254,72,156,38,134,213,64,297,25,82,34,99,73,131,15,83,37,117,30,13,34,10,25,77,46,19,5,9,5,0,0,6,8,0,0,8,0,0,0,0,0,0,0
G9WPPH9hjY4,https://www.youtube.com/watch?v=G9WPPH9hjY4,Stop‼️ Surprise Rover attack 💥🐿️🐻 #카이 #KAI #시우민 #XIUMIN #Rover #KAI_Rover #RoverChallenge,200.0,767151,34.0,62,11,37,2,2,8,7,5,2,0,1,1,5,7,2,0,2,4,4,2,0,0,8,0,2,2,0,3,1,2,3,4,2,2,0,0,1,1,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0gqOz1OO-88,https://www.youtube.com/watch?v=0gqOz1OO-88,[BANGTAN BOMB] BTS' Relay race @ 2016 추석특집 아육대 - BTS (방탄소년단),11126.0,766818,47.0,5309,1217,478,353,361,340,279,59,203,145,43,120,203,297,75,116,65,80,145,59,170,30,100,38,88,109,119,25,71,24,96,31,26,38,6,32,89,27,17,1,7,11,0,3,5,9,0,0,6,0,0,0,0,0,1,0
295e_JPor54,https://www.youtube.com/watch?v=295e_JPor54,NCT U 엔시티 유 '90's Love' Dance Practice,16508.0,746675,44.0,9367,944,187,598,604,1437,143,84,60,528,38,110,146,497,29,59,71,22,14,67,118,44,92,61,310,161,228,18,119,46,112,3,4,15,3,4,91,51,4,4,4,8,0,0,0,0,0,0,0,0,0,2,0,0,1,0
7mZiHe_PGi8,https://www.youtube.com/watch?v=7mZiHe_PGi8,#SETMEFREE Challenge with #연준🦊#TWICE #트와이스 #READYTOBE,2909.0,745776,43.0,1219,195,125,77,52,66,133,61,27,71,12,25,60,56,68,220,21,28,90,14,16,3,29,10,25,22,25,13,30,4,23,28,5,4,10,5,10,5,3,5,8,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0
ZDtLm26c3_s,https://www.youtube.com/watch?v=ZDtLm26c3_s,창빈의 #ChkChkBoom Challenge 🎯 w/ #ITZY #CHAERYEONG #채령 !🌠 #StrayKids #스트레이키즈 #ATE,4418.0,737881,43.0,1931,191,294,227,148,38,69,121,13,60,19,18,56,98,394,96,11,25,109,34,27,4,17,45,30,23,42,8,62,11,32,15,1,8,38,8,10,6,0,36,36,2,0,0,0,4,0,0,1,0,0,0,0,0,0,0
8vhhTUvRSZM,https://www.youtube.com/watch?v=8vhhTUvRSZM,CHAEYOUNG MELODY PROJECT “Off My Face (Justin Bieber)” Cover by CHAEYOUNG,29600.0,737771,49.0,13995,338,1592,875,1020,484,1724,273,263,736,272,163,622,571,47,363,174,322,770,388,300,38,143,185,538,481,665,380,607,47,288,147,27,219,3,44,206,191,11,7,2,17,1,1,0,50,0,0,5,0,0,3,1,0,1,0
bLbKhXfxuD0,https://www.youtube.com/watch?v=bLbKhXfxuD0,"TWICE MOMO, CHAEYOUNG, TZUYU X Kiel Tutin “bloodline (Ariana Grande)” Dance Video",12987.0,719812,45.0,5468,269,400,717,465,187,445,399,74,289,57,272,610,582,50,359,65,47,332,143,78,29,96,38,112,314,398,69,158,47,67,80,17,45,6,27,50,53,4,10,3,26,0,1,0,11,0,0,18,0,0,0,0,0,0,0
12N0qEr_RGk,https://www.youtube.com/watch?v=12N0qEr_RGk,"Stray Kids ""Chronosaurus"" Video",100.0,716645,19.0,46,0,5,3,2,0,21,1,0,1,1,1,3,0,5,0,0,0,0,2,1,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
ukAvTZbnN94,https://www.youtube.com/watch?v=ukAvTZbnN94,EXO 'LIGHTSABER' (EXO | STAR WARS Collaboration Project),21617.0,714115,47.0,11387,1002,1312,750,359,590,425,431,172,324,293,143,394,580,138,25,57,87,588,147,279,175,137,208,134,230,217,83,164,73,244,90,34,49,13,43,86,77,2,11,9,29,0,1,1,17,0,0,5,0,2,0,0,0,0,0
jbgwkgVW3HQ,https://www.youtube.com/watch?v=jbgwkgVW3HQ,"Lee Know, HAN ""Want so BAD"" | [Stray Kids : SKZ-RECORD]",100.0,713956,20.0,44,5,8,5,5,1,10,4,0,1,1,0,4,0,1,2,0,0,1,0,1,0,0,0,1,2,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rvj2O-O6JGQ,https://www.youtube.com/watch?v=rvj2O-O6JGQ,[BANGTAN BOMB] 방탄도령단 - 危險 (Appeal ver.),200.0,709314,30.0,67,18,23,4,4,7,16,1,0,3,2,2,12,1,8,5,0,3,0,2,2,0,1,1,0,0,3,1,3,0,2,0,0,1,0,2,0,1,0,0,1,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0
VSYuakAu90k,https://www.youtube.com/watch?v=VSYuakAu90k,#리노 의 #특챌린지 #S_Class_Challenge 🌠 w/  #NMIXX #엔믹스 #설윤 #SULLYOON!✨ #StrayKids #스트레이키즈 #LeeKnow,2716.0,707442,44.0,993,334,169,86,40,33,48,119,21,20,16,16,33,104,137,170,4,22,66,33,27,3,20,9,17,12,38,5,18,5,10,9,6,8,9,7,15,4,1,7,12,8,0,0,0,1,0,0,1,0,0,0,0,0,0,0
bV9Svms-LYY,https://www.youtube.com/watch?v=bV9Svms-LYY,[CHOREOGRAPHY] BTS (방탄소년단) 'We Are Bulletproof Pt.2' dance practice,100.0,704029,20.0,46,5,8,0,5,1,10,0,0,1,1,0,4,1,3,1,0,0,2,1,0,0,0,0,0,0,0,2,3,1,1,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4lHyjiBCMr0,https://www.youtube.com/watch?v=4lHyjiBCMr0,[PRACTICE RECORD] BTS (방탄소년단) ‘Pied Piper’ #2022BTSFESTA,11285.0,700182,45.0,4400,650,1306,437,306,196,791,90,73,119,65,87,327,268,110,100,38,70,263,146,77,18,113,68,68,132,97,44,174,47,172,50,19,107,10,20,99,69,15,7,10,8,0,0,2,15,0,0,2,0,0,0,0,0,0,0
x0lIWvIJAsc,https://www.youtube.com/watch?v=x0lIWvIJAsc,˚⁎⁺˳✧༚⛧♬ #JENO #JAEMIN #KARINA #GISELLE #NCT #NCTDREAM #aespa,2060.0,698020,40.0,518,341,97,90,60,311,22,7,52,14,13,14,24,85,11,64,22,35,8,15,16,47,26,4,26,30,22,0,18,6,24,4,2,4,4,1,13,4,3,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0
